passenger1Id,passenger2Id,numberOfFlightsTogether,from,to
1973,1994,3,2017-01-01,2017-01-31
1904,1960,3,2017-01-01,2017-01-31
1955,1989,3,2017-01-01,2017-01-31
1920,1939,3,2017-01-01,2017-01-31
1909,1985,3,2017-01-01,2017-01-31
1909,1942,3,2017-01-01,2017-01-31
1905,1931,3,2017-01-01,2017-01-31
1905,1977,3,2017-01-01,2017-01-31
1928,1959,3,2017-01-01,2017-01-31
1906,1980,3,2017-01-01,2017-01-31
1906,1973,3,2017-01-01,2017-01-31
1971,1979,3,2017-01-01,2017-01-31
1938,1948,3,2017-01-01,2017-01-31
1915,1994,3,2017-01-01,2017-01-31
1957,1986,3,2017-01-01,2017-01-31
1957,1962,3,2017-01-01,2017-01-31
1911,1982,3,2017-01-01,2017-01-31
1936,1963,3,2017-01-01,2017-01-31
1936,1973,3,2017-01-01,2017-01-31
1923,1966,3,2017-01-01,2017-01-31
1902,1926,3,2017-01-01,2017-01-31
1902,1910,3,2017-01-01,2017-01-31
2031,2068,3,2017-01-01,2017-01-31
2248,2278,3,2017-01-01,2017-01-31
2230,2257,3,2017-01-01,2017-01-31
2209,2257,3,2017-01-01,2017-01-31
2202,2248,3,2017-01-01,2017-01-31
2231,2248,3,2017-01-01,2017-01-31
2236,2282,3,2017-01-01,2017-01-31
2236,2295,3,2017-01-01,2017-01-31
2226,2284,3,2017-01-01,2017-01-31
2204,2286,3,2017-01-01,2017-01-31
2285,2294,3,2017-01-01,2017-01-31
2206,2273,3,2017-01-01,2017-01-31
2222,2267,3,2017-01-01,2017-01-31
2213,2286,3,2017-01-01,2017-01-31
2203,2230,3,2017-01-01,2017-01-31
2443,2496,3,2017-01-01,2017-01-31
2407,2450,3,2017-01-01,2017-01-31
2425,2460,3,2017-01-01,2017-01-31
2450,2459,3,2017-01-01,2017-01-31
2467,2485,3,2017-01-01,2017-01-31
2536,2589,3,2017-01-01,2017-01-31
2568,2584,3,2017-01-01,2017-01-31
2525,2528,3,2017-01-01,2017-01-31
2689,2698,3,2017-01-01,2017-01-31
2604,2666,3,2017-01-01,2017-01-31
2840,2868,3,2017-01-01,2017-01-31
461,1652,3,2017-01-01,2017-01-31
3104,3158,3,2017-01-01,2017-01-31
3110,3177,3,2017-01-01,2017-01-31
3117,3145,3,2017-01-01,2017-01-31
3117,3137,3,2017-01-01,2017-01-31
3120,3158,3,2017-01-01,2017-01-31
266,688,3,2017-01-01,2017-01-31
226,3169,3,2017-01-01,2017-01-31
605,3137,3,2017-01-01,2017-01-31
215,3137,3,2017-01-01,2017-01-31
229,3152,3,2017-01-01,2017-01-31
1287,2655,3,2017-01-01,2017-01-31
724,3479,3,2017-01-01,2017-01-31
364,3479,3,2017-01-01,2017-01-31
3901,3930,3,2017-01-01,2017-01-31
4005,4026,3,2017-01-01,2017-01-31
4015,4028,3,2017-01-01,2017-01-31
4057,4080,3,2017-01-01,2017-01-31
2199,3174,3,2017-01-01,2017-01-31
299,2539,3,2017-01-01,2017-01-31
610,2576,3,2017-01-01,2017-01-31
391,2809,3,2017-01-01,2017-01-31
244,3410,3,2017-01-01,2017-01-31
221,3444,3,2017-01-01,2017-01-31
724,3167,3,2017-01-01,2017-01-31
218,3444,3,2017-01-01,2017-01-31
1001,3122,3,2017-01-01,2017-01-31
247,1023,3,2017-01-01,2017-01-31
364,3188,3,2017-01-01,2017-01-31
292,763,3,2017-01-01,2017-01-31
690,701,3,2017-01-01,2017-01-31
4325,4378,3,2017-01-01,2017-01-31
4335,4342,3,2017-01-01,2017-01-31
4335,4350,3,2017-01-01,2017-01-31
4342,4356,3,2017-01-01,2017-01-31
229,248,3,2017-01-01,2017-01-31
271,273,3,2017-01-01,2017-01-31
346,393,3,2017-01-01,2017-01-31
357,375,3,2017-01-01,2017-01-31
316,367,3,2017-01-01,2017-01-31
307,339,3,2017-01-01,2017-01-31
652,666,3,2017-01-01,2017-01-31
610,693,3,2017-01-01,2017-01-31
638,659,3,2017-01-01,2017-01-31
715,790,3,2017-01-01,2017-01-31
748,753,3,2017-01-01,2017-01-31
754,775,3,2017-01-01,2017-01-31
833,884,3,2017-01-01,2017-01-31
813,867,3,2017-01-01,2017-01-31
847,884,3,2017-01-01,2017-01-31
847,870,3,2017-01-01,2017-01-31
802,881,3,2017-01-01,2017-01-31
868,870,3,2017-01-01,2017-01-31
852,894,3,2017-01-01,2017-01-31
713,789,3,2017-01-01,2017-01-31
711,780,3,2017-01-01,2017-01-31
708,718,3,2017-01-01,2017-01-31
718,798,3,2017-01-01,2017-01-31
804,889,3,2017-01-01,2017-01-31
838,881,3,2017-01-01,2017-01-31
1015,1080,3,2017-01-01,2017-01-31
1217,1278,3,2017-01-01,2017-01-31
1409,1445,3,2017-01-01,2017-01-31
1459,1486,3,2017-01-01,2017-01-31
385,712,3,2017-01-01,2017-01-31
378,762,3,2017-01-01,2017-01-31
368,707,3,2017-01-01,2017-01-31
315,760,3,2017-01-01,2017-01-31
315,721,3,2017-01-01,2017-01-31
328,743,3,2017-01-01,2017-01-31
749,1056,3,2017-01-01,2017-01-31
362,778,3,2017-01-01,2017-01-31
707,1044,3,2017-01-01,2017-01-31
799,1035,3,2017-01-01,2017-01-31
1537,1595,3,2017-01-01,2017-01-31
1524,1589,3,2017-01-01,2017-01-31
1907,1950,3,2017-01-01,2017-01-31
1921,1999,3,2017-01-01,2017-01-31
1964,1968,3,2017-01-01,2017-01-31
1966,2000,3,2017-01-01,2017-01-31
1959,1981,3,2017-01-01,2017-01-31
1955,1978,3,2017-01-01,2017-01-31
1927,1972,3,2017-01-01,2017-01-31
1905,1981,3,2017-01-01,2017-01-31
1937,1982,3,2017-01-01,2017-01-31
1906,1949,3,2017-01-01,2017-01-31
1946,1958,3,2017-01-01,2017-01-31
1976,1994,3,2017-01-01,2017-01-31
1936,1984,3,2017-01-01,2017-01-31
1936,1958,3,2017-01-01,2017-01-31
1933,1991,3,2017-01-01,2017-01-31
1917,1990,3,2017-01-01,2017-01-31
1943,1994,3,2017-01-01,2017-01-31
1975,1996,3,2017-01-01,2017-01-31
1902,1952,3,2017-01-01,2017-01-31
1948,1991,3,2017-01-01,2017-01-31
2102,2106,3,2017-01-01,2017-01-31
2174,2180,3,2017-01-01,2017-01-31
2138,2156,3,2017-01-01,2017-01-31
2138,2194,3,2017-01-01,2017-01-31
2209,2245,3,2017-01-01,2017-01-31
2202,2205,3,2017-01-01,2017-01-31
2266,2282,3,2017-01-01,2017-01-31
2211,2256,3,2017-01-01,2017-01-31
2204,2240,3,2017-01-01,2017-01-31
2225,2254,3,2017-01-01,2017-01-31
2222,2287,3,2017-01-01,2017-01-31
2203,2252,3,2017-01-01,2017-01-31
2205,2258,3,2017-01-01,2017-01-31
2245,2277,3,2017-01-01,2017-01-31
2275,2292,3,2017-01-01,2017-01-31
2405,2500,3,2017-01-01,2017-01-31
2436,2497,3,2017-01-01,2017-01-31
2430,2500,3,2017-01-01,2017-01-31
2539,2546,3,2017-01-01,2017-01-31
2522,2547,3,2017-01-01,2017-01-31
2610,2689,3,2017-01-01,2017-01-31
3059,3087,3,2017-01-01,2017-01-31
3152,3178,3,2017-01-01,2017-01-31
622,3178,3,2017-01-01,2017-01-31
230,660,3,2017-01-01,2017-01-31
1063,1539,3,2017-01-01,2017-01-31
1561,2697,3,2017-01-01,2017-01-31
1223,1587,3,2017-01-01,2017-01-31
1023,3446,3,2017-01-01,2017-01-31
739,3479,3,2017-01-01,2017-01-31
771,3405,3,2017-01-01,2017-01-31
366,3475,3,2017-01-01,2017-01-31
1095,3446,3,2017-01-01,2017-01-31
3924,3955,3,2017-01-01,2017-01-31
3955,3966,3,2017-01-01,2017-01-31
3955,3980,3,2017-01-01,2017-01-31
4041,4056,3,2017-01-01,2017-01-31
4074,4096,3,2017-01-01,2017-01-31
4021,4089,3,2017-01-01,2017-01-31
4008,4027,3,2017-01-01,2017-01-31
246,3174,3,2017-01-01,2017-01-31
221,2123,3,2017-01-01,2017-01-31
2106,3193,3,2017-01-01,2017-01-31
215,2570,3,2017-01-01,2017-01-31
2568,3180,3,2017-01-01,2017-01-31
490,3180,3,2017-01-01,2017-01-31
281,3483,3,2017-01-01,2017-01-31
3182,3436,3,2017-01-01,2017-01-31
289,3410,3,2017-01-01,2017-01-31
2199,3413,3,2017-01-01,2017-01-31
701,2199,3,2017-01-01,2017-01-31
286,368,3,2017-01-01,2017-01-31
4317,4360,3,2017-01-01,2017-01-31
4348,4400,3,2017-01-01,2017-01-31
361,367,3,2017-01-01,2017-01-31
432,441,3,2017-01-01,2017-01-31
515,523,3,2017-01-01,2017-01-31
521,523,3,2017-01-01,2017-01-31
592,597,3,2017-01-01,2017-01-31
525,585,3,2017-01-01,2017-01-31
523,550,3,2017-01-01,2017-01-31
666,697,3,2017-01-01,2017-01-31
660,698,3,2017-01-01,2017-01-31
711,718,3,2017-01-01,2017-01-31
805,884,3,2017-01-01,2017-01-31
850,878,3,2017-01-01,2017-01-31
804,833,3,2017-01-01,2017-01-31
851,876,3,2017-01-01,2017-01-31
916,917,3,2017-01-01,2017-01-31
1032,1090,3,2017-01-01,2017-01-31
510,522,3,2017-01-01,2017-01-31
1086,1090,3,2017-01-01,2017-01-31
1090,1098,3,2017-01-01,2017-01-31
1271,1276,3,2017-01-01,2017-01-31
1202,1221,3,2017-01-01,2017-01-31
1239,1257,3,2017-01-01,2017-01-31
1223,1230,3,2017-01-01,2017-01-31
374,781,3,2017-01-01,2017-01-31
315,792,3,2017-01-01,2017-01-31
313,773,3,2017-01-01,2017-01-31
758,1043,3,2017-01-01,2017-01-31
786,1072,3,2017-01-01,2017-01-31
395,785,3,2017-01-01,2017-01-31
704,1072,3,2017-01-01,2017-01-31
376,750,3,2017-01-01,2017-01-31
355,785,3,2017-01-01,2017-01-31
1092,1269,3,2017-01-01,2017-01-31
317,1254,3,2017-01-01,2017-01-31
1042,1236,3,2017-01-01,2017-01-31
1504,1553,3,2017-01-01,2017-01-31
1509,1542,3,2017-01-01,2017-01-31
1589,1599,3,2017-01-01,2017-01-31
1949,1971,3,2017-01-01,2017-01-31
1942,1969,3,2017-01-01,2017-01-31
1910,1981,3,2017-01-01,2017-01-31
1930,1968,3,2017-01-01,2017-01-31
1924,1969,3,2017-01-01,2017-01-31
1955,1987,3,2017-01-01,2017-01-31
1922,1930,3,2017-01-01,2017-01-31
1909,1948,3,2017-01-01,2017-01-31
1937,1990,3,2017-01-01,2017-01-31
1935,1964,3,2017-01-01,2017-01-31
1916,1986,3,2017-01-01,2017-01-31
1919,1940,3,2017-01-01,2017-01-31
1944,1963,3,2017-01-01,2017-01-31
1933,1955,3,2017-01-01,2017-01-31
1932,1938,3,2017-01-01,2017-01-31
1908,1948,3,2017-01-01,2017-01-31
1902,1999,3,2017-01-01,2017-01-31
1902,1990,3,2017-01-01,2017-01-31
1948,1982,3,2017-01-01,2017-01-31
2151,2153,3,2017-01-01,2017-01-31
2108,2127,3,2017-01-01,2017-01-31
2112,2183,3,2017-01-01,2017-01-31
2161,2196,3,2017-01-01,2017-01-31
2121,2199,3,2017-01-01,2017-01-31
2240,2258,3,2017-01-01,2017-01-31
2227,2277,3,2017-01-01,2017-01-31
2201,2275,3,2017-01-01,2017-01-31
2263,2266,3,2017-01-01,2017-01-31
2263,2276,3,2017-01-01,2017-01-31
2202,2245,3,2017-01-01,2017-01-31
2233,2246,3,2017-01-01,2017-01-31
2228,2257,3,2017-01-01,2017-01-31
2255,2291,3,2017-01-01,2017-01-31
2211,2220,3,2017-01-01,2017-01-31
2208,2268,3,2017-01-01,2017-01-31
2236,2273,3,2017-01-01,2017-01-31
2204,2234,3,2017-01-01,2017-01-31
2291,2296,3,2017-01-01,2017-01-31
2221,2288,3,2017-01-01,2017-01-31
2206,2297,3,2017-01-01,2017-01-31
2212,2272,3,2017-01-01,2017-01-31
2246,2270,3,2017-01-01,2017-01-31
2452,2500,3,2017-01-01,2017-01-31
2460,2478,3,2017-01-01,2017-01-31
2413,2500,3,2017-01-01,2017-01-31
2496,2497,3,2017-01-01,2017-01-31
2726,2753,3,2017-01-01,2017-01-31
2940,2955,3,2017-01-01,2017-01-31
391,1635,3,2017-01-01,2017-01-31
3175,3191,3,2017-01-01,2017-01-31
3175,3186,3,2017-01-01,2017-01-31
3148,3164,3,2017-01-01,2017-01-31
3113,3197,3,2017-01-01,2017-01-31
3120,3146,3,2017-01-01,2017-01-31
369,2667,3,2017-01-01,2017-01-31
739,3493,3,2017-01-01,2017-01-31
739,3490,3,2017-01-01,2017-01-31
752,3471,3,2017-01-01,2017-01-31
1095,3411,3,2017-01-01,2017-01-31
3901,3941,3,2017-01-01,2017-01-31
4042,4099,3,2017-01-01,2017-01-31
641,3122,3,2017-01-01,2017-01-31
443,3123,3,2017-01-01,2017-01-31
248,2600,3,2017-01-01,2017-01-31
276,451,3,2017-01-01,2017-01-31
490,2567,3,2017-01-01,2017-01-31
490,2570,3,2017-01-01,2017-01-31
490,2563,3,2017-01-01,2017-01-31
274,2573,3,2017-01-01,2017-01-31
212,2534,3,2017-01-01,2017-01-31
2521,3123,3,2017-01-01,2017-01-31
2178,3414,3,2017-01-01,2017-01-31
772,3167,3,2017-01-01,2017-01-31
679,3405,3,2017-01-01,2017-01-31
746,2153,3,2017-01-01,2017-01-31
2175,3483,3,2017-01-01,2017-01-31
1023,3167,3,2017-01-01,2017-01-31
716,3195,3,2017-01-01,2017-01-31
295,760,3,2017-01-01,2017-01-31
4325,4397,3,2017-01-01,2017-01-31
4304,4363,3,2017-01-01,2017-01-31
4370,4386,3,2017-01-01,2017-01-31
4347,4374,3,2017-01-01,2017-01-31
4314,4325,3,2017-01-01,2017-01-31
4313,4358,3,2017-01-01,2017-01-31
283,293,3,2017-01-01,2017-01-31
255,273,3,2017-01-01,2017-01-31
264,275,3,2017-01-01,2017-01-31
303,373,3,2017-01-01,2017-01-31
356,387,3,2017-01-01,2017-01-31
357,372,3,2017-01-01,2017-01-31
405,429,3,2017-01-01,2017-01-31
521,525,3,2017-01-01,2017-01-31
536,570,3,2017-01-01,2017-01-31
518,595,3,2017-01-01,2017-01-31
510,550,3,2017-01-01,2017-01-31
510,544,3,2017-01-01,2017-01-31
627,677,3,2017-01-01,2017-01-31
717,777,3,2017-01-01,2017-01-31
725,770,3,2017-01-01,2017-01-31
767,789,3,2017-01-01,2017-01-31
833,838,3,2017-01-01,2017-01-31
813,841,3,2017-01-01,2017-01-31
806,881,3,2017-01-01,2017-01-31
804,859,3,2017-01-01,2017-01-31
852,859,3,2017-01-01,2017-01-31
322,396,3,2017-01-01,2017-01-31
713,780,3,2017-01-01,2017-01-31
802,812,3,2017-01-01,2017-01-31
837,868,3,2017-01-01,2017-01-31
823,848,3,2017-01-01,2017-01-31
823,844,3,2017-01-01,2017-01-31
1052,1080,3,2017-01-01,2017-01-31
1240,1285,3,2017-01-01,2017-01-31
1225,1257,3,2017-01-01,2017-01-31
1352,1376,3,2017-01-01,2017-01-31
747,1044,3,2017-01-01,2017-01-31
308,705,3,2017-01-01,2017-01-31
366,726,3,2017-01-01,2017-01-31
334,793,3,2017-01-01,2017-01-31
799,1044,3,2017-01-01,2017-01-31
343,1221,3,2017-01-01,2017-01-31
1544,1589,3,2017-01-01,2017-01-31
1539,1594,3,2017-01-01,2017-01-31
1682,1699,3,2017-01-01,2017-01-31
1977,1982,3,2017-01-01,2017-01-31
1961,1976,3,2017-01-01,2017-01-31
1907,1933,3,2017-01-01,2017-01-31
1907,1958,3,2017-01-01,2017-01-31
1925,1958,3,2017-01-01,2017-01-31
1910,1974,3,2017-01-01,2017-01-31
1981,1998,3,2017-01-01,2017-01-31
1921,1955,3,2017-01-01,2017-01-31
1921,1925,3,2017-01-01,2017-01-31
1964,1973,3,2017-01-01,2017-01-31
1973,2000,3,2017-01-01,2017-01-31
1952,1973,3,2017-01-01,2017-01-31
1956,1977,3,2017-01-01,2017-01-31
1955,1981,3,2017-01-01,2017-01-31
1922,1945,3,2017-01-01,2017-01-31
1922,1962,3,2017-01-01,2017-01-31
1905,1945,3,2017-01-01,2017-01-31
1905,1982,3,2017-01-01,2017-01-31
1928,1967,3,2017-01-01,2017-01-31
1906,1952,3,2017-01-01,2017-01-31
1931,1935,3,2017-01-01,2017-01-31
1931,1973,3,2017-01-01,2017-01-31
1940,1980,3,2017-01-01,2017-01-31
1938,1939,3,2017-01-01,2017-01-31
1976,1985,3,2017-01-01,2017-01-31
1989,1991,3,2017-01-01,2017-01-31
1915,1972,3,2017-01-01,2017-01-31
1918,1963,3,2017-01-01,2017-01-31
1934,1979,3,2017-01-01,2017-01-31
1933,1972,3,2017-01-01,2017-01-31
1965,1990,3,2017-01-01,2017-01-31
1903,1960,3,2017-01-01,2017-01-31
2102,2151,3,2017-01-01,2017-01-31
2133,2138,3,2017-01-01,2017-01-31
2132,2146,3,2017-01-01,2017-01-31
2112,2178,3,2017-01-01,2017-01-31
2237,2246,3,2017-01-01,2017-01-31
2201,2251,3,2017-01-01,2017-01-31
2250,2278,3,2017-01-01,2017-01-31
2214,2256,3,2017-01-01,2017-01-31
2209,2224,3,2017-01-01,2017-01-31
2266,2279,3,2017-01-01,2017-01-31
2226,2271,3,2017-01-01,2017-01-31
2218,2259,3,2017-01-01,2017-01-31
2279,2287,3,2017-01-01,2017-01-31
2206,2239,3,2017-01-01,2017-01-31
2264,2295,3,2017-01-01,2017-01-31
2235,2241,3,2017-01-01,2017-01-31
2268,2279,3,2017-01-01,2017-01-31
2219,2274,3,2017-01-01,2017-01-31
2229,2278,3,2017-01-01,2017-01-31
2460,2492,3,2017-01-01,2017-01-31
2407,2484,3,2017-01-01,2017-01-31
2410,2430,3,2017-01-01,2017-01-31
2441,2451,3,2017-01-01,2017-01-31
2527,2573,3,2017-01-01,2017-01-31
2668,2697,3,2017-01-01,2017-01-31
3041,3087,3,2017-01-01,2017-01-31
3123,3152,3,2017-01-01,2017-01-31
3152,3192,3,2017-01-01,2017-01-31
205,677,3,2017-01-01,2017-01-31
681,3157,3,2017-01-01,2017-01-31
1063,1504,3,2017-01-01,2017-01-31
4028,4081,3,2017-01-01,2017-01-31
4004,4043,3,2017-01-01,2017-01-31
4014,4039,3,2017-01-01,2017-01-31
292,3172,3,2017-01-01,2017-01-31
655,3172,3,2017-01-01,2017-01-31
606,2539,3,2017-01-01,2017-01-31
293,1693,3,2017-01-01,2017-01-31
244,3483,3,2017-01-01,2017-01-31
2197,3413,3,2017-01-01,2017-01-31
760,2186,3,2017-01-01,2017-01-31
763,2175,3,2017-01-01,2017-01-31
2153,3436,3,2017-01-01,2017-01-31
4360,4390,3,2017-01-01,2017-01-31
4360,4370,3,2017-01-01,2017-01-31
4370,4390,3,2017-01-01,2017-01-31
4347,4360,3,2017-01-01,2017-01-31
4302,4363,3,2017-01-01,2017-01-31
4378,4390,3,2017-01-01,2017-01-31
4343,4393,3,2017-01-01,2017-01-31
4334,4365,3,2017-01-01,2017-01-31
242,273,3,2017-01-01,2017-01-31
284,288,3,2017-01-01,2017-01-31
372,393,3,2017-01-01,2017-01-31
471,493,3,2017-01-01,2017-01-31
544,570,3,2017-01-01,2017-01-31
568,585,3,2017-01-01,2017-01-31
523,554,3,2017-01-01,2017-01-31
627,638,3,2017-01-01,2017-01-31
652,664,3,2017-01-01,2017-01-31
664,694,3,2017-01-01,2017-01-31
645,658,3,2017-01-01,2017-01-31
601,605,3,2017-01-01,2017-01-31
765,798,3,2017-01-01,2017-01-31
745,796,3,2017-01-01,2017-01-31
777,779,3,2017-01-01,2017-01-31
784,789,3,2017-01-01,2017-01-31
748,769,3,2017-01-01,2017-01-31
725,736,3,2017-01-01,2017-01-31
728,777,3,2017-01-01,2017-01-31
754,788,3,2017-01-01,2017-01-31
844,874,3,2017-01-01,2017-01-31
850,897,3,2017-01-01,2017-01-31
870,889,3,2017-01-01,2017-01-31
806,843,3,2017-01-01,2017-01-31
804,850,3,2017-01-01,2017-01-31
804,872,3,2017-01-01,2017-01-31
916,944,3,2017-01-01,2017-01-31
204,211,3,2017-01-01,2017-01-31
215,229,3,2017-01-01,2017-01-31
312,384,3,2017-01-01,2017-01-31
510,525,3,2017-01-01,2017-01-31
728,800,3,2017-01-01,2017-01-31
710,794,3,2017-01-01,2017-01-31
710,776,3,2017-01-01,2017-01-31
1018,1090,3,2017-01-01,2017-01-31
1218,1270,3,2017-01-01,2017-01-31
341,724,3,2017-01-01,2017-01-31
743,1002,3,2017-01-01,2017-01-31
739,1025,3,2017-01-01,2017-01-31
395,719,3,2017-01-01,2017-01-31
704,1073,3,2017-01-01,2017-01-31
366,774,3,2017-01-01,2017-01-31
330,771,3,2017-01-01,2017-01-31
330,785,3,2017-01-01,2017-01-31
1907,1949,3,2017-01-01,2017-01-31
1967,1985,3,2017-01-01,2017-01-31
1912,1920,3,2017-01-01,2017-01-31
1962,1975,3,2017-01-01,2017-01-31
1973,1997,3,2017-01-01,2017-01-31
1959,1975,3,2017-01-01,2017-01-31
1959,1967,3,2017-01-01,2017-01-31
1952,1991,3,2017-01-01,2017-01-31
1924,1981,3,2017-01-01,2017-01-31
1955,1998,3,2017-01-01,2017-01-31
1951,1975,3,2017-01-01,2017-01-31
1905,1923,3,2017-01-01,2017-01-31
1905,1947,3,2017-01-01,2017-01-31
1905,1974,3,2017-01-01,2017-01-31
1931,1992,3,2017-01-01,2017-01-31
1946,1981,3,2017-01-01,2017-01-31
1947,1997,3,2017-01-01,2017-01-31
1919,1956,3,2017-01-01,2017-01-31
1940,1947,3,2017-01-01,2017-01-31
1945,1965,3,2017-01-01,2017-01-31
1918,1927,3,2017-01-01,2017-01-31
1911,1952,3,2017-01-01,2017-01-31
1911,1973,3,2017-01-01,2017-01-31
1980,1985,3,2017-01-01,2017-01-31
1941,1976,3,2017-01-01,2017-01-31
1936,1974,3,2017-01-01,2017-01-31
1934,1990,3,2017-01-01,2017-01-31
1926,1966,3,2017-01-01,2017-01-31
1933,1953,3,2017-01-01,2017-01-31
1913,1924,3,2017-01-01,2017-01-31
1902,1993,3,2017-01-01,2017-01-31
2180,2198,3,2017-01-01,2017-01-31
2113,2198,3,2017-01-01,2017-01-31
2104,2125,3,2017-01-01,2017-01-31
2257,2299,3,2017-01-01,2017-01-31
2223,2255,3,2017-01-01,2017-01-31
2209,2289,3,2017-01-01,2017-01-31
2208,2266,3,2017-01-01,2017-01-31
2245,2280,3,2017-01-01,2017-01-31
2219,2256,3,2017-01-01,2017-01-31
2260,2297,3,2017-01-01,2017-01-31
2260,2261,3,2017-01-01,2017-01-31
2405,2430,3,2017-01-01,2017-01-31
2406,2473,3,2017-01-01,2017-01-31
2410,2467,3,2017-01-01,2017-01-31
2451,2462,3,2017-01-01,2017-01-31
2538,2576,3,2017-01-01,2017-01-31
2547,2565,3,2017-01-01,2017-01-31
2503,2522,3,2017-01-01,2017-01-31
2528,2551,3,2017-01-01,2017-01-31
2629,2648,3,2017-01-01,2017-01-31
2610,2654,3,2017-01-01,2017-01-31
3065,3084,3,2017-01-01,2017-01-31
1240,1652,3,2017-01-01,2017-01-31
430,1656,3,2017-01-01,2017-01-31
461,1635,3,2017-01-01,2017-01-31
3137,3169,3,2017-01-01,2017-01-31
3153,3197,3,2017-01-01,2017-01-31
3165,3169,3,2017-01-01,2017-01-31
3165,3180,3,2017-01-01,2017-01-31
3170,3177,3,2017-01-01,2017-01-31
657,3171,3,2017-01-01,2017-01-31
613,3149,3,2017-01-01,2017-01-31
611,3112,3,2017-01-01,2017-01-31
293,646,3,2017-01-01,2017-01-31
230,657,3,2017-01-01,2017-01-31
759,3490,3,2017-01-01,2017-01-31
366,3414,3,2017-01-01,2017-01-31
3930,3980,3,2017-01-01,2017-01-31
4041,4093,3,2017-01-01,2017-01-31
4073,4089,3,2017-01-01,2017-01-31
4004,4008,3,2017-01-01,2017-01-31
2199,3134,3,2017-01-01,2017-01-31
263,696,3,2017-01-01,2017-01-31
696,2186,3,2017-01-01,2017-01-31
215,2567,3,2017-01-01,2017-01-31
490,1645,3,2017-01-01,2017-01-31
431,2887,3,2017-01-01,2017-01-31
39,1299,3,2017-01-01,2017-01-31
603,3461,3,2017-01-01,2017-01-31
3198,3483,3,2017-01-01,2017-01-31
2199,3471,3,2017-01-01,2017-01-31
609,3436,3,2017-01-01,2017-01-31
1001,3159,3,2017-01-01,2017-01-31
272,746,3,2017-01-01,2017-01-31
247,3483,3,2017-01-01,2017-01-31
3159,3410,3,2017-01-01,2017-01-31
4317,4397,3,2017-01-01,2017-01-31
4358,4372,3,2017-01-01,2017-01-31
4358,4360,3,2017-01-01,2017-01-31
266,283,3,2017-01-01,2017-01-31
226,231,3,2017-01-01,2017-01-31
234,293,3,2017-01-01,2017-01-31
471,491,3,2017-01-01,2017-01-31
570,595,3,2017-01-01,2017-01-31
523,580,3,2017-01-01,2017-01-31
613,670,3,2017-01-01,2017-01-31
657,684,3,2017-01-01,2017-01-31
665,698,3,2017-01-01,2017-01-31
625,670,3,2017-01-01,2017-01-31
601,646,3,2017-01-01,2017-01-31
770,775,3,2017-01-01,2017-01-31
722,735,3,2017-01-01,2017-01-31
723,775,3,2017-01-01,2017-01-31
717,787,3,2017-01-01,2017-01-31
748,767,3,2017-01-01,2017-01-31
753,790,3,2017-01-01,2017-01-31
878,895,3,2017-01-01,2017-01-31
822,891,3,2017-01-01,2017-01-31
822,884,3,2017-01-01,2017-01-31
870,872,3,2017-01-01,2017-01-31
884,889,3,2017-01-01,2017-01-31
813,868,3,2017-01-01,2017-01-31
507,528,3,2017-01-01,2017-01-31
638,695,3,2017-01-01,2017-01-31
718,780,3,2017-01-01,2017-01-31
813,819,3,2017-01-01,2017-01-31
804,899,3,2017-01-01,2017-01-31
837,845,3,2017-01-01,2017-01-31
837,876,3,2017-01-01,2017-01-31
934,991,3,2017-01-01,2017-01-31
1049,1060,3,2017-01-01,2017-01-31
1085,1098,3,2017-01-01,2017-01-31
1270,1279,3,2017-01-01,2017-01-31
341,786,3,2017-01-01,2017-01-31
778,1043,3,2017-01-01,2017-01-31
705,1029,3,2017-01-01,2017-01-31
712,1007,3,2017-01-01,2017-01-31
731,1007,3,2017-01-01,2017-01-31
774,1045,3,2017-01-01,2017-01-31
774,1073,3,2017-01-01,2017-01-31
701,1035,3,2017-01-01,2017-01-31
1063,1236,3,2017-01-01,2017-01-31
1607,1625,3,2017-01-01,2017-01-31
1652,1686,3,2017-01-01,2017-01-31
1960,1993,3,2017-01-01,2017-01-31
1907,1931,3,2017-01-01,2017-01-31
1907,1970,3,2017-01-01,2017-01-31
1942,1990,3,2017-01-01,2017-01-31
1910,1996,3,2017-01-01,2017-01-31
1973,1974,3,2017-01-01,2017-01-31
1970,1980,3,2017-01-01,2017-01-31
1929,1953,3,2017-01-01,2017-01-31
1904,1977,3,2017-01-01,2017-01-31
1954,1992,3,2017-01-01,2017-01-31
1922,1993,3,2017-01-01,2017-01-31
1922,1938,3,2017-01-01,2017-01-31
1922,1977,3,2017-01-01,2017-01-31
1920,1940,3,2017-01-01,2017-01-31
1935,1939,3,2017-01-01,2017-01-31
1928,1935,3,2017-01-01,2017-01-31
1916,1950,3,2017-01-01,2017-01-31
1916,1925,3,2017-01-01,2017-01-31
1906,1935,3,2017-01-01,2017-01-31
1946,1974,3,2017-01-01,2017-01-31
1971,1984,3,2017-01-01,2017-01-31
1938,1942,3,2017-01-01,2017-01-31
1984,1995,3,2017-01-01,2017-01-31
1984,1998,3,2017-01-01,2017-01-31
1911,1939,3,2017-01-01,2017-01-31
1941,1948,3,2017-01-01,2017-01-31
1917,1944,3,2017-01-01,2017-01-31
1965,1966,3,2017-01-01,2017-01-31
1943,1971,3,2017-01-01,2017-01-31
2171,2196,3,2017-01-01,2017-01-31
2196,2198,3,2017-01-01,2017-01-31
